#汉字	同音同调	同音异调
一	壹漪	以义移易
找	沼爪	昭赵罩招嘲召朝兆着照
承	呈成惩程城诚乘盛橙澄	称秤撑逞
技	际纪妓荠祭季记剂系既计鲫继济忌寄冀骑	叽稽给籍即吃棘脊唧借急几嫉迹基集级箕寂饥及奇挤积畸吉讥激绩辑居机击圾肌其己鸡期极疾
抄	钞剿超	嘲潮吵朝炒巢
把	靶	八巴伯罢笆芭疤跋吧叭爸霸扒捌耙拔坝
抑	腋邑逸艺肄掖亦意义溢疫异役易忆翼衣益亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
抒	疏殊枢梳输书蔬舒	术鼠曙束署暑属庶恕漱熟树黍叔薯述蜀赎淑数竖墅
抓		爪
投	头	偷透
抖	蚪斗陡	痘都读逗兜豆
抗	炕	糠慷扛康
折	摘辙哲	遮宅浙蔗者
抚	腐斧父俯甫府辅脯	妇赴辐浮缚腹符麸伏拂付附赋福俘负袱夫芙敷傅蝠咐肤富复幅服孵扶副
抛		跑刨炮袍咆泡
抡	仑轮伦论沦
抢	将强闯呛枪腔	窗幢囱床疮墙撞创
护	户沪互	壶许呼狐戏唬乎胡葫虎忽糊蝴弧湖
报	爆暴刨豹抱	褒堡饱包薄雹苞保宝胞
披	匹霹批坏被劈	屁否脾罢啤疲譬皮僻辟
抬	台苔	胎泰太汰态
抱	爆暴刨豹报	褒堡饱包薄雹苞保宝胞
抵	底	嘀蒂嫡帝芽缔笛的弟低递滴第涤敌地
抹		默漠磨墨脉么莫沫陌魔摸茉末蘑膜摩寞摹模没
押	牙压蚜鸭鸦呀涯衙芽	轧雅讶亚哑
抽		臭稠绸畴筹丑愁仇酬
拂	芙辐蝠浮福幅服缚俘袱符扶伏夫	妇赴腹麸付脯附赋斧父负甫敷傅咐肤抚俯府辅富复孵腐副
拄	贮煮主属嘱	助朱住注蛛猪柱筑术珠祝铸轴竹烛蛀诸逐驻株
担	诞弹单石氮旦耽蛋丹但淡	胆
拆	差	柴豺
拇	亩姥姆母牡	幕募木慕暮沐目牧墓穆模睦
拉	喇啦	辣落蜡腊
拌	半扮伴绊办瓣	班板扳搬颁版般斑
拍		排牌派徘湃
拐		怪乖
拒	聚巨剧距具俱惧炬句锯据足	拘鞠蛆沮居车橘驹矩举局菊
拓	唾	拖椭托脱驮驼鸵妥
拔	跋	八巴伯罢笆芭疤吧叭爸靶霸扒捌把耙坝
拖	托脱	椭唾拓驮驼鸵妥
拗	澳耀奥药懊乐钥要傲	袄肴咬姚夭舀扭窑侥摇么哟淆腰遥钮纽牛凹谣吆邀熬妖
拘	蛆沮居车俱驹锯	鞠聚巨剧距橘具拒惧炬举矩局句据菊足
拙	卓浊茁灼着啄琢酌	桌捉
招	昭嘲朝着召	赵罩找爪兆沼照
拜	败	白百摆
拟	你	尼呢逆溺泥匿腻
拢	垄	咙龙隆胧窿笼聋
拣	柬捡茧检简俭剪减碱	践尖建鉴歼健监涧键兼贱肩箭溅渐荐坚艰舰煎间件剑见奸
拥	泳佣蛹踊咏勇庸永	用
拦	蓝澜篮栏兰	览懒榄缆烂揽滥
拧	凝狞柠宁	泞
拨	剥玻播般菠	泊舶渤搏勃驳白柏伯跛博卜簸薄脖膊荸
择	窄泽贼则责	怎侧
括	阔扩瓜廓蜗刮	卦挂寡褂
拭	势逝室是使柿侍市士世饰适誓试氏视恃示式识事释嗜	提匙施时屎驶拾狮实诗食什石十史射尸失硕虱蚀矢始师湿
拯	整	丁政正征筝怔证症狰郑睁挣蒸争
拱	巩矿共汞	宫红弓攻蚣躬工公贡恭功供
拳	泉卷权痊犬全	劝圈券
拴	栓	涮
拷	考烤	铐靠
拼		频贫濒品聘
拾	提硕时舍蚀叶涉摄设社实食什石十射赦	拭匙势室施屎使柿侍驶饰誓狮氏舌诗恃示奢式史事释嗜适尸失逝是虱士市世赊矢试视甚识蛇始师湿
拿		哪那呐纳捺钠娜
持	匙驰池迟弛	翅斥赤吃尺嗤齿耻侈
挂	卦褂	刮寡瓜蜗括
指	只址征止纸趾旨	植治致制直脂窒掷氏织帜执稚蜘之志智挚枝肢值职至支秩吱置汁芝知滞殖识质
按	岸案暗	鞍庵氨俺安
挑		跳条调
挖	洼蛙	娃瓦袜
挚	智知致治滞帜质识稚至制秩置志窒	址植直脂掷只氏征织执蜘之枝肢值止纸趾职支吱汁芝殖指旨
挟	鞋狭洽匣暇携谐霞斜邪夹胁荚协峡侠颊辖	屉钾价瞎甲歇嘉写卸家契些稼下吓解嫁厦假架骇佳屑加蟹楔懈夏械驾谢虾泻贾血茄
挠		脑恼闹
挡	党荡档当	铛裆
挣	丁政正征筝证症狰郑睁怔蒸争	拯整
挤	给济脊己几	纪妓叽即稽籍荠吃棘唧借记急嫉迹既鲫基集级寂及饥箕继奇积寄畸冀吉骑讥际激绩辑居祭机季剂击系计技忌圾肌其鸡期极疾
挥	恢堕辉徽灰	虫茴惠晦讳贿汇回绘毁悔诲慧会溃秽蛔
挨	哀哎唉埃	蔼碍爱艾隘矮
挪	娜	糯懦诺
挫	锉撮措错	搓
振	阵震枕镇	诊疹侦珍斟榛针贞真
挺	艇	听庭蜓廷停亭厅
挽	宛娩碗婉晚	玩顽万腕丸豌完惋湾弯
捂	武舞伍侮午鹉五	无于务雾巫诬乌吴勿梧呜污芜悟亡屋恶蜈晤误物坞
捆		困坤昆
捉	桌	卓浊茁灼拙着啄琢酌
捌	八巴扒笆芭疤吧叭	爸靶霸把伯耙罢拔跋坝
捍	旱焊悍翰撼憾汗汉	罕韩喊寒和函涵含酣
捎	稍烧梢	芍少勺绍召哨
捏		聂镊孽
捐	鹃圈身	倦眷卷绢
捕	补哺卜	埠步不怖部布簿
捞		劳烙牢姥老酪唠络
损	笋	孙
捡	柬拣茧检简俭剪减碱	践尖建鉴歼健监涧键兼贱肩箭溅渐荐坚艰舰煎间件剑见奸
换	唤幻痪宦焕涣患	缓环欢还
捣	导倒岛祷	道叨悼到稻盗刀蹈
捧		棚膨碰砰硼鹏篷烹朋蓬澎彭
据	聚巨剧距具拒俱惧炬句锯足	拘鞠蛆沮居车橘驹矩举局菊
捶	椎垂锤	吹炊
捷	节杰竭截劫结洁	接揭皆阶届街界介姊借解诫戒姐芥
捺	那钠呐纳娜	拿哪
捻	撵碾	年念
掀	鲜仙先纤	嫌馅衔弦险腺线涎舷癣闲贤县咸现显陷限铣献宪
授	售兽瘦受寿	收首守手熟
掉	吊钓调	雕刁叼碉
掌	涨长	丈彰帐胀樟杖仗张账障章
掏	涛滔	萄逃淘陶讨套桃
排	徘牌	拍湃派
掖	腋邑逸艺肄亦意抑义溢疫异役易忆翼衣益亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
掘	倔决觉角绝诀爵脚嚼
掠	略
探	贪瘫摊碳叹滩炭	弹檀毯痰坛昙谈袒谭坦潭
接	揭皆阶街结	节杰竭截届界介劫捷借解诫戒姊姐洁芥
控	空	恐孔
推		蜕退颓腿
掩	眼演衍	谚咽炎淹焰艳颜奄延雁烟验沿堰癌厌砚唁严阎殷宴研燕盐言
措	锉挫撮错	搓
掷	植值殖执职直质	址治致制脂窒只氏征织帜稚蜘之志智挚枝肢止纸趾至支秩吱置汁芝知滞指识旨
掺	搀	馋单蝉阐产铲缠
揉	柔蹂	肉
揍	奏骤	走
描	瞄苗	庙秒妙渺藐
提	硕实啼食时什石十蚀蹄拾堤射题	拭惕体屉匙室施势屎使柿侍驶饰誓狮氏剔诗恃示剃式史事释嗜适尸涕失逝是虱士市世矢试视梯替识始师湿踢
插	喳叉差	刹察岔查茶
揖	衣医伊一依壹漪	夷疑艺肄意抑仪疫异忆翼益奕液毅屹艾已议以倚谊腋邑逸掖椅乙亦义溢遗移役易姨胰宜尾亿译绎蛇蚁矣
握	沃卧	窝涡我
揩	开	咳凯慨楷岂
揪	鸠纠	就九舅酒久韭灸臼疚救旧究玖
揭	接皆阶街结	节杰竭截届界介劫捷借解诫戒姊姐洁芥
援	猿源辕原缘园元袁员圆	远宛渊愿怨冤鸳院
揽	懒榄览缆	拦蓝澜篮烂栏兰滥
搀	掺	馋单蝉阐产铲缠
搁	戈割胳哥鸽疙歌	阁合格革隔葛蛤各个
搂	篓	露漏陋楼娄
搅	侥较矫狡绞饺角搞剿稿脚缴	轿叫糕窖膏椒高胶羔篙娇嚼蕉焦告教校郊交觉礁骄浇
搏	泊舶渤勃白柏伯博卜脖薄驳膊荸	剥跛簸玻播拨般菠
搓	撮	锉挫措错
搔	骚艘	嫂扫
搜		嗽
搞	稿搅	高糕羔篙告膏
搪	堂唐糖棠膛塘	淌躺趟烫倘汤
搬	班扳颁般斑	拌扮半伴板版绊办瓣
搭	答瘩	大达打
携	悉膝熙鞋厘畦栖挟吸谐晰斜邪析胁行协西牺犀稀嬉希溪蟋	屉习惜歇锡徙戏写媳隙喜卸些契解骇屑息蟹洗楔懈械熄席系夕谢袭昔泻血细
摄	社射舍叶拾涉赦设	甚舌什奢蛇赊
摆	百	白拜败
摇	侥淆遥肴谣窑姚	么耀夭哟舀腰药乐咬吆要拗钥邀妖
摊	贪瘫探滩	弹檀毯痰坛碳叹昙炭谈袒谭坦潭
摔	衰	蟀帅甩率
摘	斋折哲齐辙	窄宅遮债蔗浙祭这着责寨者
摧	催崔衰	悴翠脆粹
摩	磨蘑膜魔摹模	默漠么墨脉末沫莫寞陌抹摸茉没
摸		默漠磨墨脉么莫沫陌抹魔茉末蘑膜摩寞摹模没
摹	磨蘑膜摩魔模	默漠么墨脉末沫莫寞陌抹摸茉没
撑	称	呈惩成秤城诚程承乘逞盛橙澄
撒	洒	萨飒
撕	司丝思斯嘶私	死食四饲伺肆似赐寺
撞	壮幢状床	装妆抢窗囱闯庄疮创桩
撤	澈辙彻	车扯
撩	聊疗缭辽寥潦燎僚嘹	了料
撬	窍锹峭跷壳翘俏敲	巧桥侨瞧憔乔鹊悄雀
播	剥菠簸薄拨般玻	泊舶渤搏勃驳柏白伯跛博卜脖膊荸
撮	锉错挫搓措
撰	传赚转	专砖
撵	碾捻	年念
撼	旱焊悍翰憾捍汗汉	罕韩喊寒和函涵含酣
擂	累泪类雷	垒儡勒蕾
擅	善单扇赡膳	闪衫山陕杉删珊
操	糙	草槽曹
擎	倾情晴	亲氢庆卿顷轻请清蜻青
擒	勤秦琴禽芹	侵亲钦寝
攀	潘	胖叛判般盘畔盼
攘	瓤壤嚷	让
支	只氏芝枝肢知织蜘之吱脂汁	址植治致制直窒掷征帜执稚志智挚值止纸趾职至秩置滞殖指识旨质
收		售首守兽瘦寿授受手熟
改		概丐该溉盖钙
攻	宫弓共蚣躬公工供恭功红	拱汞巩贡矿
放		芳房妨访坊纺肪防方仿
政	正郑症证挣	丁征整睁拯狰筝怔蒸争
故	估雇告顾固	孤沽辜股凸古家咕鼓姑滑贾骨谷
效	孝肖笑酵校啸	嚣晓哮削宵小硝箫销萧学消
敌	笛的嘀嫡涤芽	弟抵蒂低递帝滴底第地缔
敏	皿闽悯	民
救	就舅臼旧疚究	九酒久揪鸠韭灸纠玖
教	轿叫蕉焦窖浇校郊交椒觉胶骄礁娇较	矫侥搅狡绞饺角剿脚嚼缴
敛	恋炼练链	帘怜连脸镰莲联廉
敞	场厂	唱长昌偿畅常尝肠裳倡猖
敢	感赶秆杆橄	干肝竿甘柑
散	伞	三参
敦	墩蹲	囤吨盹盾顿钝
敬	径境竞静净劲靖竟镜	颈兢惊鲸经精睛阱荆茎井警京更景晶
数	蟀树硕黍术鼠薯曙述蜀束署勺暑帅疏烁属竖庶率恕墅漱	梳殊枢输叔淑说书蔬舒赎熟抒
敲	跷撬锹	巧桥侨峭瞧憔壳乔俏悄窍翘鹊雀
整	拯	丁政正征筝怔证症狰郑睁挣蒸争
敷	肤麸孵夫	妇赴辐浮缚腹符伏拂付脯附赋斧福父俘负袱甫芙傅蝠咐抚俯府辅富复幅服扶腐副
文	免问紊蚊闻纹	吻瘟温稳
斋	齐摘	窄宅债祭责寨
斑	班扳搬颁般	拌扮半伴板版绊办瓣
斗	蚪陡抖	痘都读逗兜豆
斗	逗豆痘读	陡都兜蚪抖
料	燎了	撩聊疗缭辽寥潦僚嘹
斜	鞋狭洽匣协挟暇峡侠携谐霞邪辖胁	屉瞎歇写卸契些下吓解厦骇屑蟹楔懈夏械谢虾泻血
斟	诊侦珍榛针贞真	阵振枕震疹镇
斤	津金巾禁浸今筋襟	进尽锦紧劲仅谨近晋
斥	赤翅	匙弛驰池迟持吃尺嗤齿耻侈
斧	腐父抚俯甫府辅脯	妇赴辐浮缚腹符麸伏拂付附赋福俘负袱夫芙敷傅蝠咐肤富复幅服孵扶副
斩	崭盏展	栈暂毡战占沾站瞻蘸绽颤
断	锻段缎	短端
斯	司丝思撕嘶私	死食四饲伺肆似赐寺
新	欣薪辛锌芯	衅信寻
方	芳坊	房妨放访纺肪防仿
施	狮失诗虱师湿尸	拭提匙势室时屎使柿侍驶拾饰誓氏实食恃什示石十式史事射释适嗜硕逝是市士蚀世矢试视识始
旁	傍蚌谤膀磅螃棒庞	梆胖榜帮乓邦绑
旅	侣履屡娄缕铝吕	氯滤律绿虑驴率
旋	炫漩玄悬还县	喧宣轩选
族	卒足	阻诅租祖组
旗	只鳍枝棋畦奇齐其崎脐祈歧骑期	泣迄戚稽漆妻七气砌契凄企启栖欺柒起器乞弃汽溪岂
无	蜈芜巫诬亡梧吴	于务伍雾午乌舞勿武五呜污悟屋恶晤误物坞捂侮鹉
既	际纪妓荠祭季记剂系计鲫继技济忌寄冀骑	叽稽给籍即吃棘脊唧借急几嫉迹基集级箕寂饥及奇挤积畸吉讥激绩辑居机击圾肌其己鸡期极疾
旦	诞弹石氮担蛋但淡	单胆耽丹
旧	就舅臼救疚究	九酒久揪鸠韭灸纠玖
旨	只址征止指纸趾	植治致制直脂窒掷氏织帜执稚蜘之志智挚枝肢值职至支秩吱置汁芝知滞殖识质
早	澡藻蚤枣	皂躁造糟灶噪遭燥凿
旬	巡寻询驯循	逊讯训勋迅汛殉
旭	叙畜绪恤酗序絮婿蓄续	许徐需虚须吁
旱	焊悍翰撼憾捍汗汉	罕韩喊寒和函涵含酣
时	硕实提食什石十蚀拾射	拭匙势室施屎使柿侍驶饰誓狮氏诗恃示式史事释适嗜尸失逝是虱士市世矢试视识始师湿
旷	框眶矿况	筐狂
旺	王望忘妄	往网枉亡汪
昂		肮
昆	坤	捆困
昌	倡猖	场唱长偿厂畅常尝肠裳敞
明	鸣铭螟名	命
昏	婚荤	浑魂混
易	腋邑逸艺肄掖亦意抑义溢疫异役忆翼衣益亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
昔	习袭息媳惜熄席锡	悉熙厘畦徙戏隙西喜牺希膝栖吸洗携晰析系行夕犀稀溪嬉蟋细
昙	弹檀痰坛谈谭潭	贪瘫毯碳叹炭探滩袒坦摊
星	腥兴猩	邢行型刑形醒性姓杏幸省
映	应硬	鹦婴蝇缨赢萤荧莺影营迎莹英樱景颖盈鹰
春		醇唇蠢淳纯
昧	媚妹	美媒煤每霉枚梅楣玫眉没
昨	作	做坐凿左座
昭	嘲招朝着召	赵罩找爪兆沼照
昼	咒宙皱	肘舟周州粥洲轴帚
显	险癣铣鲜	仙嫌馅衔弦先腺线涎舷闲贤县咸现掀陷纤限献宪
晃	幌恍谎	黄荒皇慌煌凰惶蝗
晋	进尽劲仅禁浸近	津金斤锦紧巾今谨筋襟
晌	赏上	尚商裳汤伤
晒	杀	筛
晓	小	哮肖削宵笑硝校萧消啸嚣孝箫销酵效学
晕	酝孕运蕴韵员	陨允云耘匀
晚	宛娩碗婉挽	玩顽万腕丸豌完惋湾弯
晤	勿务雾误物坞悟恶	无于伍巫诬午乌吴舞梧武五呜污芜亡屋蜈捂侮鹉
晦	惠讳贿汇绘诲慧会溃秽	恢虫茴堕回挥辉毁徽悔灰蛔
晨	沈臣沉尘陈辰忱	趁称衬
普	圃浦谱	菩瀑仆扑葡朴铺暴蒲脯
景	颈影阱井警颖	兢竞荆茎映赢镜硬经鲸营迎净莹晶盈鹰惊径境婴鹦蝇应靖缨京竟萤荧精莺静睛英劲敬樱更
晰	悉膝熙厘畦栖吸携析行西牺犀稀嬉希溪蟋	徙习戏息系袭细隙媳喜惜洗昔熄席锡夕
晴	倾情擎	亲氢庆卿顷轻请清蜻青
晶	鲸兢惊精经睛荆茎京更	颈径境竞静阱景净井劲靖警敬竟镜
智	挚知致治滞帜质识稚至制秩置志窒	址植直脂掷只氏征织执蜘之枝肢值止纸趾职支吱汁芝殖指旨
晾	凉量谅亮辆	两俩良粮梁粱
暂	栈战占站蘸赞绽颤	盏沾瞻咱崭毡斩展
暇	狭匣洽厦挟峡侠下夏吓霞斜辖	瞎虾
暑	黍鼠属薯数蜀署	术曙束书庶恕漱舒熟树梳叔述赎抒疏殊枢输淑竖蔬墅
暗	岸案按	鞍庵氨俺安
暮	幕募木慕沐目牧墓穆睦	亩姥姆母拇模牡
暴	爆瀑铺刨豹抱报	菩饱薄苞保胞脯朴雹褒宝普扑仆葡堡谱蒲圃浦包
曙	树疏术数述竖庶束署恕墅漱	暑梳殊枢黍输鼠薯叔属蜀淑书蔬舒赎熟抒
曲	圈屈蛆趋躯取岖娶驱区	漆趣渠去
更	鲸兢惊精经睛荆耕茎羹京晶	颈径境竞埂静阱梗景净井劲靖耿敬警竟镜
曹	槽	草操糙
曼	漫蔓幔慢	瞒蛮满馒
曾	憎增层	赠
替	屉涕剃惕	剔梯提体啼蹄堤题踢
最	醉罪	嘴堆
月	悦越阅耀岳药粤跃说乐钥	约
有	佑友又诱幼右	忧幽尤悠由犹游邮油优
朋	棚膨硼鹏篷蓬澎彭	捧碰烹砰
服	芙辐蝠浮福幅缚俘袱符扶伏拂夫	妇赴腹麸付脯附赋斧父负甫敷傅咐肤抚俯府辅富复孵腐副
朗		琅浪廊狼郎榔
望	王旺忘妄	往网枉亡汪
朝	昭嘲招潮巢着召	赵罩找爪抄吵钞超兆炒剿沼照
期	激绩叽枝旗畦稽居鸡唧机脐歧几迹只鳍基饥箕棋奇肌积齐其畸崎祈骑讥	纪泣迄妓戚漆籍荠即吃棘脊借记急妻嫉七既鲫级寂气集及继砌济契挤寄凄企冀吉际启辑栖祭欺季柒剂起击系计器乞弃技圾汽忌溪己岂极疾
朦	萌盟檬蒙	梦锰猛孟
木	幕募慕暮沐目牧墓穆睦	亩姥姆母拇模牡
未	为卫谓位尉喂伪胃味遗慰蔚魏畏	委伟尾薇苇违维围威偎萎纬唯危微巍桅
末	默漠磨墨脉沫莫膜陌寞茉没	么蘑摩魔抹摸摹模
本		笨奔
术	树疏数述竖庶束署曙恕墅漱	暑梳殊枢黍输鼠薯叔属蜀淑书蔬舒赎熟抒
术	筑轴竹烛逐	助朱贮煮住注猪主珠柱蛛祝属铸拄蛀诸嘱驻株
朱	蛛猪珠诸株	助贮煮住注主柱筑术祝属铸轴拄竹烛蛀嘱驻逐
朴	脯泊菩仆葡魄蒲破迫	剖瀑扑婆浦谱铺暴颇坡波圃普泼
朴	菩仆葡蒲脯	瀑浦谱暴铺圃普扑
朵	躲多	夺踱堕舵惰跺驮度
机	激绩叽稽居唧几迹基饥箕奇肌其积畸鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
朽	宿	锈臭羞袖休嗅秀修绣
杀	晒沙砂煞杉纱	霎厦傻筛
杂	砸咱
权	泉卷拳犬痊全	劝圈券
杆	干肝竿甘柑	感赶敢秆橄
杆	感赶敢秆橄	干肝竿甘柑
杉	衫山沙煞砂删纱珊扇杀	霎闪傻善陕单赡擅厦膳
李	礼理哩里鲤	立吏犁厘黎狸梨砾雳丽痢璃隶沥离粒励厉力荔历莉篱漓例俐利栗
杏	兴性姓幸	邢行型刑形醒腥星猩省
材	财才裁	菜采踩猜彩睬
村		存寸
杖	丈涨长帐胀仗账障	彰掌樟张章
杜	肚渡度镀妒	牍堵督毒都读睹独赌
束	树疏术数述竖庶署曙恕墅漱	暑梳殊枢黍输鼠薯叔属蜀淑书蔬舒赎熟抒
条	调	跳挑
来	莱	癞赖
杨	洋扬阳羊	鸯养样痒秧殃氧仰央漾
杭	行航吭
杯	悲背碑卑	臂贝被辈焙狈惫北备倍
杰	节竭截捷劫结洁	接揭皆阶届街界介姊借解诫戒姐芥
松		宋诵颂送讼耸
板	版	拌扮半伴班扳搬颁绊办瓣般斑
极	辑即籍吃棘脊唧借急嫉击级寂集及圾吉疾	纪叽妓稽给荠记几迹既鲫基饥箕继奇济挤积寄畸冀骑讥际激绩居祭机季剂系计技忌肌其己鸡期
构	够购垢	苟勾沟钩狗句
枉	往网	旺忘妄王亡望汪
析	悉膝熙厘畦栖吸携晰行西牺犀稀嬉希溪蟋	徙习戏息系袭细隙媳喜惜洗昔熄席锡夕
枕	阵诊振震疹镇	侦珍斟榛针贞真
林	临淋鳞琳邻磷	凛赁吝躏
枚	媒煤霉梅楣玫眉没	美每昧媚妹
果	裹	锅国郭过
枝	肢旗畦支吱脐脂歧汁只氏芝鳍知棋织奇齐蜘其之崎祈骑期	址泣植迄戚漆治致稽制直窒掷妻七气征帜砌执契稚凄企志智挚启值栖止纸趾职至秩欺置起柒器乞弃滞殖指汽识旨溪质岂
枢	疏殊梳输书蔬舒抒	术鼠曙束署暑属庶恕漱熟树黍叔薯述蜀赎淑数竖墅
枣	澡藻早蚤	皂躁造糟灶噪遭燥凿
枪	抢将呛腔	墙强
枫	丰疯峰风封锋讽蜂	奉凤缝逢冯
枯	窟哭	酷裤库苦
架	价稼嫁贾假驾	佳荚钾挟加家甲颊夏夹嘉茄
柄	饼禀秉屏丙	冰兵病并
柏	泊舶渤搏勃白伯博卜脖薄驳膊荸	剥跛簸玻播拨般菠
某		谋
柑	干肝竿杆甘	感赶敢秆橄
柒	戚漆栖凄溪欺妻七	泣迄畦稽脐只鳍气奇砌契企祈骑枝启旗歧起器乞棋弃汽齐其崎岂期
染		然燃
柔	揉蹂	肉
柜	桂贵跪	傀归规鬼瑰诡龟闺轨
柠	拧凝狞宁	泞
查	察喳渣茶扎	眨刹诈栅岔炸叉乍差插闸
柬	拣捡茧检简俭剪减碱	践尖建鉴歼健监涧键兼贱肩箭溅渐荐坚艰舰煎间件剑见奸
柱	助住注祝铸蛀驻	朱贮煮蛛主猪拄筑术珠属轴竹烛逐诸嘱株
柳	铆	刘流榴陆硫留瘤溜泵六琉馏
柴	豺	差拆
柿	拭势逝室是使侍市士世饰适誓试氏视恃示式识事释嗜	提匙施时屎驶拾狮实诗食什石十史射尸失硕虱蚀矢始师湿
栅	炸诈乍	眨喳渣查扎闸
标	膘彪	表
栈	暂战占站蘸绽颤	盏沾瞻崭毡斩展
栋	洞动冻	懂董东冬
栏	拦蓝澜篮兰	览懒榄缆烂揽滥
树	疏术数述竖庶束署曙恕墅漱	暑梳殊枢黍输鼠薯叔属蜀淑书蔬舒赎熟抒
栓	拴	涮
栖	悉膝熙戚厘畦漆吸携晰欺柒析妻七行西牺犀凄稀嬉希溪蟋	泣迄稽习惜脐锡只徙鳍气戏奇砌媳隙喜契企祈骑枝启旗息洗起歧熄席系夕器乞棋袭弃昔汽齐其崎岂期细
栗	立吏砾雳丽痢隶沥粒励厉力荔历莉例俐利	李离礼犁厘理哩黎篱狸梨漓璃里鲤
校	孝肖轿叫觉笑窖酵教效较啸	哮削硝椒角胶箫销学娇脚嚼侥矫狡宵蕉绞焦萧消郊嚣搅交晓饺小剿礁骄浇缴
株	朱蛛猪珠诸	助贮煮住注主柱筑术祝属铸轴拄竹烛蛀嘱驻逐
样	漾养	阳羊鸯杨扬痒秧殃氧仰央洋
核	合盖和荷何河禾盒褐	鹤喝吓呵贺赫
根	跟
格	阁合革隔葛蛤	搁戈割胳各哥鸽疙个歌
栽	灾	仔宰在再载
桂	贵跪柜	傀归规鬼瑰诡龟闺轨
桃	萄逃淘陶涛	套掏讨滔
桅	为薇维围违唯危微巍	委卫位喂胃未味威偎慰谓苇畏伪尉遗萎纬蔚伟尾魏
框	况筐旷眶矿	狂
案	岸按暗	鞍庵氨俺安
桌	捉	卓浊茁灼拙着啄琢酌
桐	彤同铜童瞳	统筒桶痛通
桑	丧	嗓
档	党挡	铛裆荡当
桥	侨瞧憔乔翘	巧窍峭锹跷撬壳俏鹊敲悄雀
桦	豁化划画话滑猾华哗	花
桨	蒋讲奖	将姜浆酱江僵强匠疆缰降
桩	妆装庄	壮撞状
桶	筒统	彤桐铜痛同童通瞳
梁	凉量粱良粮	两俩谅晾亮辆
梅	媒煤霉枚楣玫眉没	美每昧媚妹
梆	傍邦帮	蚌谤旁膀榜磅棒绑
梗	耿埂	羹更耕
梢	稍烧捎	芍少勺绍召哨
梦	孟	锰蒙萌猛檬朦盟
梧	蜈无芜巫诬亡吴	于务伍雾午乌舞勿武五呜污悟屋恶晤误物坞捂侮鹉
梨	离犁厘黎篱狸漓丽璃	李理隶沥礼励历莉吏立砾雳痢粒厉哩力荔例俐利里鲤栗
梭	缩嗦唆	锁索琐所
梯	剔踢	屉体提涕啼惕剃替蹄堤题
械	骇屉谢屑蟹卸契泻楔解懈	鞋写挟协些携谐歇斜邪血胁
梳	疏殊枢输书蔬舒抒	术鼠曙束署暑属庶恕漱熟树黍叔薯述蜀赎淑数竖墅
检	柬拣捡茧简俭剪减碱	践尖建鉴歼健监涧键兼贱肩箭溅渐荐坚艰舰煎间件剑见奸
棉	绵眠	免冕娩勉面缅
棋	只鳍枝旗畦奇齐其崎脐祈歧骑期	泣迄戚稽漆妻七气砌契凄企启栖欺柒起器乞弃汽溪岂
棍		滚
棒	傍蚌谤旁磅	梆膀帮榜邦绑
棕	综踪纵宗	从总
棘	辑即籍吃脊唧借急嫉击级集寂及圾吉极疾	纪叽妓稽给荠记几迹既鲫基饥箕继奇济挤积寄畸冀骑讥际激绩居祭机季剂系计技忌肌其己鸡期
棚	膨硼鹏篷澎蓬朋彭	捧碰烹砰
棠	堂唐糖膛搪塘	淌躺趟烫倘汤
棵	磕苛科蝌刻颗	咳坷客课壳渴可克
